Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk,ParentCorpID
MU,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,43.4132,1
MU,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,49.4277,1
MU,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,2.17729,1
MU,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,1.91766,1
MU,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,6.44396,1
MU,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,12.0667,1
MU,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,19.1476,1
MU,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,25.3621,1
MU,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,28.3253,1
MU,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,36.1776,1
MU,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,41.1897,1
MU,  Transition Risk,Technology,New technology ,RCP8.5,2010,1.5241,1
MU,  Transition Risk,Technology,New technology ,RCP8.5,2020,1.34236,1
MU,  Transition Risk,Technology,New technology ,RCP8.5,2030,4.51077,1
MU,  Transition Risk,Technology,New technology ,RCP8.5,2040,8.44673,1
MU,  Transition Risk,Technology,New technology ,RCP8.5,2050,13.4033,1
MU,  Transition Risk,Technology,New technology ,RCP8.5,2060,17.7535,1
MU,  Transition Risk,Technology,New technology ,RCP8.5,2070,19.8277,1
MU,  Transition Risk,Technology,New technology ,RCP8.5,2080,25.3243,1
MU,  Transition Risk,Technology,New technology ,RCP8.5,2090,28.8328,1
MU,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,0.653187,1
MU,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,0.575298,1
MU,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,1.93319,1
MU,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,3.62002,1
MU,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,5.74429,1
MU,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,7.60866,1
MU,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,8.49759,1
MU,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,10.8533,1
MU,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,12.3569,1
MU,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,1.08864,1
MU,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,0.95883,1
MU,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,3.22198,1
MU,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,6.03338,1
MU,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,9.57382,1
MU,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,12.6811,1
MU,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,14.1626,1
MU,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,18.0888,1
MU,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,20.5949,1
MU,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,15.241,1
MU,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,13.4236,1
MU,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,45.1077,1
MU,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,84.4672,1
MU,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,134.033,1
MU,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,177.535,1
MU,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,198.277,1
MU,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,253.243,1
MU,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,288.328,1
MU,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,21.7729,1
MU,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,19.1766,1
MU,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,64.4396,1
MU,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,120.667,1
MU,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,191.476,1
MU,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,253.621,1
MU,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,283.253,1
MU,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,361.776,1
MU,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,411.897,1
MU,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,3.91912,1
MU,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,3.45179,1
MU,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,11.5991,1
MU,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,21.7201,1
MU,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,34.4658,1
MU,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,45.6518,1
MU,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,50.9855,1
MU,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,65.1197,1
MU,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,74.1415,1
IDA,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,0,2
IDA,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,0,2
IDA,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,28.6405,2
IDA,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,28.5583,2
IDA,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,19.0103,2
IDA,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,60.4317,2
IDA,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,95.8176,2
IDA,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,192.114,2
IDA,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,269.352,2
IDA,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,0,2
IDA,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,0,2
IDA,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,0,2
IDA,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,0,2
IDA,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,0,2
IDA,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,0,2
IDA,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,0,2
IDA,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,0,2
IDA,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,0,2
IDA,  Physical Risk,Chronic,Drought ,RCP8.5,2010,715,2
IDA,  Physical Risk,Chronic,Drought ,RCP8.5,2020,0,2
IDA,  Physical Risk,Chronic,Drought ,RCP8.5,2030,110,2
IDA,  Physical Risk,Chronic,Drought ,RCP8.5,2040,860,2
IDA,  Physical Risk,Chronic,Drought ,RCP8.5,2050,740,2
IDA,  Physical Risk,Chronic,Drought ,RCP8.5,2060,840,2
IDA,  Physical Risk,Chronic,Drought ,RCP8.5,2070,1080,2
IDA,  Physical Risk,Chronic,Drought ,RCP8.5,2080,1060,2
IDA,  Physical Risk,Chronic,Drought ,RCP8.5,2090,1050,2
IDA,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,0,2
IDA,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,0,2
IDA,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,2.86405,2
IDA,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,2.85583,2
IDA,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,1.90103,2
IDA,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,6.04317,2
IDA,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,9.58176,2
IDA,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,19.2113,2
IDA,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,26.9352,2
IDA,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,0,2
IDA,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,0,2
IDA,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,7.63747,2
IDA,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,7.61555,2
IDA,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,5.06942,2
IDA,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,16.1151,2
IDA,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,25.5514,2
IDA,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,51.2302,2
IDA,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,71.8272,2
IDA,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,0,2
IDA,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,0,2
IDA,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,7.16013,2
IDA,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,7.13958,2
IDA,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,4.75258,2
IDA,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,15.1079,2
IDA,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,23.9543,2
IDA,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,48.0283,2
IDA,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,67.3379,2
IDA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,0,2
IDA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,0,2
IDA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,3.81874,2
IDA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,3.80778,2
IDA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,2.53471,2
IDA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,8.05756,2
IDA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,12.7757,2
IDA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,25.6151,2
IDA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,35.9136,2
IDA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,0,2
IDA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,0,2
IDA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,5.7281,2
IDA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,5.71166,2
IDA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,3.80207,2
IDA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,12.0863,2
IDA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,19.1635,2
IDA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,38.4227,2
IDA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,53.8704,2
IDA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,0,2
IDA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,0,2
IDA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,4.77342,2
IDA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,4.75972,2
IDA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,3.16839,2
IDA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,10.072,2
IDA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,15.9696,2
IDA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,32.0189,2
IDA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,44.892,2
IDA,  Transition Risk,Technology,New technology ,RCP8.5,2010,0,2
IDA,  Transition Risk,Technology,New technology ,RCP8.5,2020,0,2
IDA,  Transition Risk,Technology,New technology ,RCP8.5,2030,3.34139,2
IDA,  Transition Risk,Technology,New technology ,RCP8.5,2040,3.3318,2
IDA,  Transition Risk,Technology,New technology ,RCP8.5,2050,2.21787,2
IDA,  Transition Risk,Technology,New technology ,RCP8.5,2060,7.05037,2
IDA,  Transition Risk,Technology,New technology ,RCP8.5,2070,11.1787,2
IDA,  Transition Risk,Technology,New technology ,RCP8.5,2080,22.4132,2
IDA,  Transition Risk,Technology,New technology ,RCP8.5,2090,31.4244,2
IDA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,0,2
IDA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,0,2
IDA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,1.43203,2
IDA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,1.42792,2
IDA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,0.950517,2
IDA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,3.02158,2
IDA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,4.79088,2
IDA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,9.60567,2
IDA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,13.4676,2
IDA,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,0,2
IDA,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,0,2
IDA,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,2.38671,2
IDA,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,2.37986,2
IDA,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,1.5842,2
IDA,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,5.03598,2
IDA,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,7.9848,2
IDA,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,16.0094,2
IDA,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,22.446,2
IDA,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,0,2
IDA,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,0,2
IDA,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,33.4139,2
IDA,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,33.318,2
IDA,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,22.1787,2
IDA,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,70.5036,2
IDA,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,111.787,2
IDA,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,224.132,2
IDA,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,314.243,2
IDA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,0,2
IDA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,0,2
IDA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,47.7342,2
IDA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,47.5972,2
IDA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,31.6839,2
IDA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,100.719,2
IDA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,159.696,2
IDA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,320.189,2
IDA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,448.92,2
IDA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,0,2
IDA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,0,2
IDA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,8.59216,2
IDA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,8.5675,2
IDA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,5.7031,2
IDA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,18.1295,2
IDA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,28.7453,2
IDA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,57.634,2
IDA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,80.8056,2
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,12.1455,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,35.2972,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,80.015,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,114.394,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,130.879,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,194.395,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,245.166,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,320.685,3
HPQ,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,360.392,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,2.0407,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,14.8831,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,116,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,141.27,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,192.045,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,210,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,210,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,210,3
HPQ,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,210,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2010,160,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2020,155,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2030,205,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2040,200,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2050,320,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2060,425,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2070,580,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2080,450,3
HPQ,  Physical Risk,Chronic,Drought ,RCP8.5,2090,545,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,1.21455,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,3.52972,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,8.0015,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,11.4394,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,13.0879,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,19.4395,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,24.5166,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,32.0685,3
HPQ,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,36.0392,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,3.2388,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,9.41259,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,21.3373,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,30.505,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,34.9009,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,51.8386,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,65.3775,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,85.5159,3
HPQ,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,96.1045,3
HPQ,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,3.03636,3
HPQ,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,8.82431,3
HPQ,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,20.0037,3
HPQ,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,28.5985,3
HPQ,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,32.7197,3
HPQ,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,48.5987,3
HPQ,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,61.2914,3
HPQ,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,80.1711,3
HPQ,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,90.098,3
HPQ,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,1.6194,3
HPQ,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,4.7063,3
HPQ,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,10.6687,3
HPQ,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,15.2525,3
HPQ,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,17.4505,3
HPQ,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,25.9193,3
HPQ,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,32.6888,3
HPQ,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,42.7579,3
